time,cpu_user_0_percentage,cpu_user_0_percentage_sma_3,cpu_user_0_rate,cpu_user_0_rate_sma_3,cpu_user_1_percentage,cpu_user_1_percentage_sma_3,cpu_user_1_rate,cpu_user_1_rate_sma_3,enp1s0_bytes_received,enp1s0_bits_received,enp1s0_bytes_received_rate,enp1s0_bits_received_rate,enp1s0_bytes_received_sma_3,enp1s0_bytes_received_rate_sma_3,enp1s0_bits_received_sma_3,enp1s0_bits_received_rate_sma_3,enp0s20u1_bytes_received,enp0s20u1_bits_received,enp0s20u1_bytes_received_rate,enp0s20u1_bits_received_rate,enp0s20u1_bytes_received_sma_3,enp0s20u1_bytes_received_rate_sma_3,enp0s20u1_bits_received_sma_3,enp0s20u1_bits_received_rate_sma_3,ppp0_bytes_received,ppp0_bits_received,ppp0_bytes_received_rate,ppp0_bits_received_rate,ppp0_bytes_received_sma_3,ppp0_bytes_received_rate_sma_3,ppp0_bits_received_sma_3,ppp0_bits_received_rate_sma_3,enp1s0_bytes_transmitted,enp1s0_bits_transmitted,enp1s0_bytes_transmitted_rate,enp1s0_bits_transmitted_rate,enp1s0_bytes_transmitted_sma_3,enp1s0_bytes_transmitted_rate_sma_3,enp1s0_bits_transmitted_sma_3,enp1s0_bits_transmitted_rate_sma_3,enp0s20u1_bytes_transmitted,enp0s20u1_bits_transmitted,enp0s20u1_bytes_transmitted_rate,enp0s20u1_bits_transmitted_rate,enp0s20u1_bytes_transmitted_sma_3,enp0s20u1_bytes_transmitted_rate_sma_3,enp0s20u1_bits_transmitted_sma_3,enp0s20u1_bits_transmitted_rate_sma_3,ppp0_bytes_transmitted,ppp0_bits_transmitted,ppp0_bytes_transmitted_rate,ppp0_bits_transmitted_rate,ppp0_bytes_transmitted_sma_3,ppp0_bytes_transmitted_rate_sma_3,ppp0_bits_transmitted_sma_3,ppp0_bits_transmitted_rate_sma_3,mem,mem_percentage,mem_rate,mem_rate_sma_3,mem_percentage_sma_3,cpu_rx_percentage,cpu_rx_rate,cpu_rx_rate_sma_3,cpu_rx_percentage_sma_3,cpu_tx_percentage,cpu_tx_rate,cpu_tx_rate_sma_3,cpu_tx_percentage_sma_3,dl_bits,dl_bytes,dl_bytes_rate,dl_bits_rate,dl_bytes_sma_3,dl_bytes_rate_sma_3,dl_bits_sma_3,dl_bits_rate_sma_3,ul_bits,ul_bytes,ul_bytes_rate,ul_bits_rate,ul_bytes_sma_3,ul_bytes_rate_sma_3,ul_bits_sma_3,ul_bits_rate_sma_3,cpu_user_percentage,cpu_user_rate,cpu_user_percentage_sma_3,cpu_user_rate_sma_3,cpu_ran_percentage,cpu_ran_rate,cpu_ran_percentage_sma_3,cpu_ran_rate_sma_3,bytes_received,bytes_received_rate,bytes_received_sma_3,bytes_received_rate_sma_3,bits_received,bits_received_rate,bits_received_sma_3,bits_received_rate_sma_3,bytes_transmitted,bytes_transmitted_rate,bytes_transmitted_sma_3,bytes_transmitted_rate_sma_3,bits_transmitted,bits_transmitted_rate,bits_transmitted_sma_3,bits_transmitted_rate_sma_3
2021-01-12 09:10:05.483,6.399999999945673,6.666666666601992,0.0,0.26666666665631844,6.799999999930152,7.088888888829388,0.0,0.28888888889923664,5938.0,47504.0,0.0,0.0,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,2560.0,20480.0,0.0,0.0,5216.0,103.75,5216.0,103.75,1474.0,11792.0,0.0,0.0,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,390.0,3120.0,0.0,0.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14595.0,116760.0,0.0,0.0,14684.0,0.6097978759849264,14684.0,0.6097978759849264,12440.0,99520.0,0.0,0.0,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296487424.0,88.67791247346683,0.0,0.001047891781679805,88.67997007844122,14.11,0.0,0.023333333333333428,14.133333333333333,5.45,0.0,0.010000000000000085,5.460000000000001,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,6.599999999937912,0.0,6.877777777715689,0.27777777777777757,19.56,0.0,19.593333333333334,0.03333333333333351,9972.0,0.0,13245.999999999998,65.82589269732662,79776.0,0.0,13245.999999999998,65.82589269732662,27425.0,0.0,26517.666666666664,-7.847823716222245,219400.0,0.0,26517.666666666664,-7.847823716222245
2021-01-12 09:10:10.483,6.399999999945673,6.666666666601992,0.0,0.26666666665631844,6.799999999930152,7.088888888829388,0.0,0.28888888889923664,5938.0,47504.0,0.0,0.0,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,2560.0,20480.0,0.0,0.0,5216.0,103.75,5216.0,103.75,1474.0,11792.0,0.0,0.0,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,390.0,3120.0,0.0,0.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14595.0,116760.0,0.0,0.0,14684.0,0.6097978759849264,14684.0,0.6097978759849264,12440.0,99520.0,0.0,0.0,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296487424.0,88.67791247346683,0.0,0.001047891781679805,88.67997007844122,14.11,0.0,0.023333333333333428,14.133333333333333,5.45,0.0,0.010000000000000085,5.460000000000001,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,6.599999999937912,0.0,6.877777777715689,0.27777777777777757,19.56,0.0,19.593333333333334,0.03333333333333351,9972.0,0.0,13245.999999999998,65.82589269732662,79776.0,0.0,13245.999999999998,65.82589269732662,27425.0,0.0,26517.666666666664,-7.847823716222245,219400.0,0.0,26517.666666666664,-7.847823716222245
2021-01-12 09:10:14.085,6.399999999945673,6.666666666601992,0.0,0.26666666665631844,6.799999999930152,7.088888888829388,0.0,0.28888888889923664,5938.0,47504.0,0.0,0.0,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,2560.0,20480.0,0.0,0.0,5216.0,103.75,5216.0,103.75,1474.0,11792.0,0.0,0.0,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,390.0,3120.0,0.0,0.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14595.0,116760.0,0.0,0.0,14684.0,0.6097978759849264,14684.0,0.6097978759849264,12440.0,99520.0,0.0,0.0,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296487424.0,88.67791247346683,0.0,0.001047891781679805,88.67997007844122,14.18,0.07000000000000027,0.023333333333333428,14.133333333333333,5.48,0.03000000000000025,0.010000000000000085,5.460000000000001,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,6.599999999937912,0.0,6.877777777715689,0.27777777777777757,19.66,0.10000000000000052,19.593333333333334,0.03333333333333351,9972.0,0.0,13245.999999999998,65.82589269732662,79776.0,0.0,13245.999999999998,65.82589269732662,27425.0,0.0,26517.666666666664,-7.847823716222245,219400.0,0.0,26517.666666666664,-7.847823716222245
2021-01-12 09:10:15.483,6.399999999945673,6.666666666601992,0.0,0.26666666665631844,6.799999999930152,7.088888888829388,0.0,0.28888888889923664,5938.0,47504.0,0.0,0.0,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,2560.0,20480.0,0.0,0.0,5216.0,103.75,5216.0,103.75,1474.0,11792.0,0.0,0.0,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,390.0,3120.0,0.0,0.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14595.0,116760.0,0.0,0.0,14684.0,0.6097978759849264,14684.0,0.6097978759849264,12440.0,99520.0,0.0,0.0,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296765952.0,88.68129756552145,0.003817288837966753,0.001047891781679805,88.67997007844122,14.18,0.07000000000000027,0.023333333333333428,14.133333333333333,5.48,0.03000000000000025,0.010000000000000085,5.460000000000001,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,6.599999999937912,0.0,6.877777777715689,0.27777777777777757,19.66,0.10000000000000052,19.593333333333334,0.03333333333333351,9972.0,0.0,13245.999999999998,65.82589269732662,79776.0,0.0,13245.999999999998,65.82589269732662,27425.0,0.0,26517.666666666664,-7.847823716222245,219400.0,0.0,26517.666666666664,-7.847823716222245
2021-01-12 09:10:20.483,6.399999999945673,6.666666666601992,0.0,0.26666666665631844,6.799999999930152,7.088888888829388,0.0,0.28888888889923664,5938.0,47504.0,0.0,0.0,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,2560.0,20480.0,0.0,0.0,5216.0,103.75,5216.0,103.75,1474.0,11792.0,0.0,0.0,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,390.0,3120.0,0.0,0.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14595.0,116760.0,0.0,0.0,14684.0,0.6097978759849264,14684.0,0.6097978759849264,12440.0,99520.0,0.0,0.0,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296765952.0,88.68129756552145,0.003817288837966753,0.001047891781679805,88.67997007844122,14.18,0.0,0.023333333333333428,14.156666666666665,5.48,0.0,0.010000000000000085,5.4700000000000015,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,6.599999999937912,0.0,6.877777777715689,0.27777777777777757,19.66,0.0,19.626666666666665,0.03333333333333351,9972.0,0.0,13245.999999999998,65.82589269732662,79776.0,0.0,13245.999999999998,65.82589269732662,27425.0,0.0,26517.666666666664,-7.847823716222245,219400.0,0.0,26517.666666666664,-7.847823716222245
2021-01-12 09:10:25.483,6.399999999945673,6.666666666601992,0.0,0.26666666665631844,6.799999999930152,7.088888888829388,0.0,0.28888888889923664,5938.0,47504.0,0.0,0.0,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,2560.0,20480.0,0.0,0.0,5216.0,103.75,5216.0,103.75,1474.0,11792.0,0.0,0.0,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,390.0,3120.0,0.0,0.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14595.0,116760.0,0.0,0.0,14684.0,0.6097978759849264,14684.0,0.6097978759849264,12440.0,99520.0,0.0,0.0,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296765952.0,88.68129756552145,0.003817288837966753,0.001047891781679805,88.67997007844122,14.32,0.14000000000000054,0.07000000000000027,14.226666666666668,5.67,0.1899999999999995,0.07333333333333325,5.5433333333333366,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,6.599999999937912,0.0,6.877777777715689,0.27777777777777757,19.990000000000002,0.33000000000000007,19.770000000000003,0.14333333333333353,9972.0,0.0,13245.999999999998,65.82589269732662,79776.0,0.0,13245.999999999998,65.82589269732662,27425.0,0.0,26517.666666666664,-7.847823716222245,219400.0,0.0,26517.666666666664,-7.847823716222245
2021-01-12 09:10:29.085,6.399999999945673,6.666666666601992,0.0,0.26666666665631844,6.799999999930152,7.088888888829388,0.0,0.28888888889923664,5938.0,47504.0,0.0,0.0,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,2560.0,20480.0,0.0,0.0,5216.0,103.75,5216.0,103.75,1474.0,11792.0,0.0,0.0,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,390.0,3120.0,0.0,0.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14595.0,116760.0,0.0,0.0,14684.0,0.6097978759849264,14684.0,0.6097978759849264,12440.0,99520.0,0.0,0.0,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296765952.0,88.68129756552145,0.003817288837966753,0.001047891781679805,88.67997007844122,14.32,0.0,0.046666666666666856,14.273333333333332,5.67,0.0,0.06333333333333317,5.606666666666667,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,6.599999999937912,0.0,6.877777777715689,0.27777777777777757,19.990000000000002,0.0,19.88,0.11000000000000003,9972.0,0.0,13245.999999999998,65.82589269732662,79776.0,0.0,13245.999999999998,65.82589269732662,27425.0,0.0,26517.666666666664,-7.847823716222245,219400.0,0.0,26517.666666666664,-7.847823716222245
2021-01-12 09:10:30.483,7.1999999999146285,6.666666666601992,0.7999999999689553,0.26666666665631844,7.666666666627862,7.088888888829388,0.8666666666977099,0.28888888889923664,2891.0,23128.0,-51.31357359380263,-51.31357359380263,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,10528.0,84224.0,311.25,311.25,5216.0,103.75,5216.0,103.75,6375.0,51000.0,332.4966078697422,332.4966078697422,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,195.0,1560.0,-50.0,-50.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14862.0,118896.0,1.8293936279547791,1.8293936279547791,14684.0,0.6097978759849264,14684.0,0.6097978759849264,9646.0,77168.0,-22.459807073954984,-22.459807073954984,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296716800.0,88.68070019633534,-0.000673613492927339,0.001047891781679805,88.67997007844122,14.32,0.0,0.046666666666666856,14.273333333333332,5.67,0.0,0.06333333333333317,5.606666666666667,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,7.433333333271245,0.8333333333333326,6.877777777715689,0.27777777777777757,19.990000000000002,0.0,19.88,0.11000000000000003,19794.0,197.47767809197987,13245.999999999998,65.82589269732662,158352.0,197.47767809197987,13245.999999999998,65.82589269732662,24703.0,-23.543471148666736,26517.666666666664,-7.847823716222245,197624.0,-23.543471148666736,26517.666666666664,-7.847823716222245
2021-01-12 09:10:35.483,7.1999999999146285,6.666666666601992,0.7999999999689553,0.26666666665631844,7.666666666627862,7.088888888829388,0.8666666666977099,0.28888888889923664,2891.0,23128.0,-51.31357359380263,-51.31357359380263,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,10528.0,84224.0,311.25,311.25,5216.0,103.75,5216.0,103.75,6375.0,51000.0,332.4966078697422,332.4966078697422,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,195.0,1560.0,-50.0,-50.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14862.0,118896.0,1.8293936279547791,1.8293936279547791,14684.0,0.6097978759849264,14684.0,0.6097978759849264,9646.0,77168.0,-22.459807073954984,-22.459807073954984,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296716800.0,88.68070019633534,-0.000673613492927339,0.001047891781679805,88.67997007844122,14.39,0.07000000000000027,0.07000000000000027,14.343333333333335,5.8,0.1299999999999999,0.10666666666666648,5.713333333333335,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,7.433333333271245,0.8333333333333326,6.877777777715689,0.27777777777777757,20.19,0.20000000000000018,20.056666666666672,0.17666666666666675,19794.0,197.47767809197987,13245.999999999998,65.82589269732662,158352.0,197.47767809197987,13245.999999999998,65.82589269732662,24703.0,-23.543471148666736,26517.666666666664,-7.847823716222245,197624.0,-23.543471148666736,26517.666666666664,-7.847823716222245
2021-01-12 09:10:40.483,7.1999999999146285,6.666666666601992,0.7999999999689553,0.26666666665631844,7.666666666627862,7.088888888829388,0.8666666666977099,0.28888888889923664,2891.0,23128.0,-51.31357359380263,-51.31357359380263,4922.333333333333,-17.104524531267547,4922.333333333333,-17.104524531267547,10528.0,84224.0,311.25,311.25,5216.0,103.75,5216.0,103.75,6375.0,51000.0,332.4966078697422,332.4966078697422,3107.666666666666,110.83220262324741,3107.666666666666,110.83220262324741,195.0,1560.0,-50.0,-50.0,325.0,-16.666666666666668,325.0,-16.666666666666668,14862.0,118896.0,1.8293936279547791,1.8293936279547791,14684.0,0.6097978759849264,14684.0,0.6097978759849264,9646.0,77168.0,-22.459807073954984,-22.459807073954984,11508.666666666664,-7.486602357984995,11508.666666666664,-7.486602357984995,7296716800.0,88.68070019633534,-0.000673613492927339,0.001047891781679805,88.67997007844122,14.39,0.0,0.023333333333333428,14.366666666666667,5.8,0.0,0.0433333333333333,5.756666666666668,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,7.433333333271245,0.8333333333333326,6.877777777715689,0.27777777777777757,20.19,0.0,20.123333333333335,0.06666666666666674,19794.0,197.47767809197987,13245.999999999998,65.82589269732662,158352.0,197.47767809197987,13245.999999999998,65.82589269732662,24703.0,-23.543471148666736,26517.666666666664,-7.847823716222245,197624.0,-23.543471148666736,26517.666666666664,-7.847823716222245
